cgpa,backlogs,coding_score,aptitude_score,communication_score,projects,internships,certifications,github_contributions,leetcode_solved,hackathon,soft_skills,placement_status,placement_month
7.42,2,82,59,43,2,1,5,211,56,3,63,0,10
4.89,0,66,60,69,3,1,2,587,59,0,78,1,11
8.16,0,47,72,60,7,2,0,37,66,0,53,0,9
7.63,4,78,36,38,1,0,1,50,80,0,82,0,10
8.79,3,98,47,50,2,0,2,251,42,0,73,0,10
5.69,0,57,57,47,4,1,0,42,127,0,57,0,8
5.06,1,78,48,57,4,0,2,320,79,0,37,1,10
5.67,0,38,68,82,9,1,0,99,167,1,79,1,3
6.91,0,88,79,42,3,0,2,149,93,0,58,1,7
9.61,0,77,32,71,4,0,7,14,47,0,63,1,11
9.49,0,77,70,86,4,2,3,148,6,1,53,0,9
7.48,0,20,51,72,3,0,5,373,1,0,51,1,10
7.53,0,78,25,36,1,1,8,121,37,0,47,1,12
9.0,3,52,71,89,6,0,3,62,50,4,82,1,5
8.82,0,62,100,78,7,3,2,450,116,0,48,0,11
9.31,2,57,46,56,1,0,2,369,109,0,41,1,8
6.85,0,44,100,41,4,0,4,173,43,1,84,0,9
8.89,0,63,47,53,2,0,4,148,18,0,60,1,10
4.83,0,100,22,30,2,2,6,307,131,0,54,0,6
6.18,0,83,45,54,7,1,1,54,89,0,61,0,11
6.1,0,64,64,65,7,1,3,73,146,0,77,1,9
7.38,3,62,46,73,6,0,5,168,21,0,78,0,12
7.38,4,63,40,63,8,1,3,281,63,0,83,0,10
4.82,1,49,59,37,4,0,1,104,64,1,51,0,6
9.34,0,54,81,32,8,1,9,158,132,0,51,0,11
6.87,0,41,53,36,1,0,3,76,190,0,65,0,9
5.71,4,53,75,71,5,0,0,52,35,0,79,0,10
7.56,1,46,82,40,1,0,1,212,148,0,87,1,1
8.67,0,64,85,41,1,2,3,290,97,1,83,1,9
5.69,3,67,48,10,2,3,6,26,124,0,48,1,1
6.79,2,63,63,88,8,0,2,174,266,2,84,1,5
9.73,0,75,58,86,4,1,8,27,63,0,77,0,6
7.07,3,45,38,91,4,0,3,229,44,5,62,1,3
7.89,1,77,63,63,0,0,0,24,3,3,78,0,11
6.17,0,63,73,53,7,2,7,248,67,1,51,1,11
4.86,0,55,66,65,0,0,1,1,67,0,63,0,8
8.12,3,61,65,100,2,2,2,24,23,1,94,1,12
5.72,5,87,77,99,3,0,2,79,7,0,48,1,5
8.77,0,50,40,41,5,0,8,20,38,0,68,1,10
8.81,0,50,53,64,1,0,7,123,45,2,49,0,12
9.95,5,49,50,51,0,0,7,95,151,0,83,1,1
7.65,4,45,49,49,1,0,2,130,7,1,65,1,11
9.35,1,71,55,37,6,1,2,175,88,1,64,1,12
8.86,4,36,72,28,1,1,3,248,154,0,70,1,11
8.18,0,70,64,76,0,0,3,84,32,0,83,1,2
9.33,0,67,69,51,6,1,5,10,1,0,47,1,8
5.42,1,69,54,25,6,0,8,70,23,0,68,0,9
4.9,0,71,37,59,7,1,6,127,184,4,73,1,8
9.69,1,84,44,61,2,1,8,544,93,2,81,0,10
9.97,5,74,14,35,3,0,4,164,243,0,51,0,7
5.53,1,66,37,72,6,2,1,133,60,0,60,1,12
8.78,3,60,41,36,3,1,1,68,73,3,47,1,6
9.61,1,70,82,58,2,0,1,59,143,4,81,1,8
6.1,1,100,77,78,3,1,2,277,61,5,79,1,5
7.46,0,92,31,73,0,1,6,66,114,0,57,1,1
4.63,5,61,39,84,5,0,5,77,105,1,77,0,12
8.24,0,68,72,25,4,0,0,214,190,0,57,1,11
4.59,1,77,80,84,11,0,4,523,196,3,100,1,12
9.57,0,71,79,57,9,0,9,446,27,0,67,1,10
9.85,0,43,26,88,2,1,2,134,25,0,83,1,11
5.02,1,48,80,85,9,1,4,87,114,0,51,0,11
6.98,0,61,81,66,3,0,4,138,106,3,57,1,1
6.66,1,57,100,53,3,1,3,3,14,0,100,1,2
8.56,0,56,47,46,2,0,2,52,108,0,76,1,5
8.94,0,70,43,59,9,1,1,224,75,0,92,0,10
5.39,0,76,62,72,7,0,1,157,113,0,79,1,5
8.81,0,50,46,19,2,0,1,66,4,1,72,0,6
8.72,5,28,66,37,9,0,5,206,40,0,55,1,2
5.54,2,50,63,44,1,2,2,111,18,0,61,0,10
7.87,0,42,62,26,0,0,8,208,82,3,77,0,9
4.98,0,65,55,65,5,1,4,263,98,0,56,0,7
6.77,3,37,34,57,4,1,8,356,128,1,39,0,6
8.81,0,63,69,100,5,0,2,64,10,5,76,1,3
9.13,0,65,50,84,5,1,1,20,19,0,59,1,10
5.33,0,79,67,55,5,0,0,5,10,0,36,0,6
7.07,0,76,31,81,2,0,6,66,112,0,42,0,12
6.82,5,43,49,92,6,1,2,492,22,2,83,0,10
5.42,0,73,58,82,4,0,1,133,194,0,71,0,6
8.21,1,47,29,68,7,1,6,22,50,0,93,0,9
9.82,2,62,51,55,8,3,2,392,217,0,74,1,11
6.8,1,71,85,42,0,1,1,260,91,0,40,0,8
9.28,0,57,66,91,5,1,7,214,25,0,61,1,3
5.51,1,61,32,62,1,3,1,167,38,0,62,0,7
6.27,0,58,51,100,0,0,2,134,149,0,21,0,6
8.95,0,49,68,30,2,1,7,79,84,0,85,1,5
9.5,1,67,49,50,2,1,7,34,210,0,75,0,9
6.59,0,69,38,85,6,0,6,68,177,0,47,1,8
9.19,0,100,60,44,4,0,1,173,73,1,24,1,8
6.61,0,75,43,58,4,1,2,133,23,0,70,1,10
7.34,4,73,73,6,7,0,7,158,174,1,49,0,6
9.58,1,79,36,39,4,0,1,242,136,0,83,0,11
7.64,0,57,100,58,5,0,2,239,90,0,59,1,10
9.13,0,65,71,58,2,0,6,194,24,0,94,1,2
6.22,1,37,48,76,7,1,6,76,14,3,78,0,7
8.47,1,82,39,51,3,2,4,264,40,4,83,0,6
9.19,0,26,81,57,2,0,2,208,113,0,94,1,8
8.72,0,60,66,100,8,1,4,304,67,0,77,1,5
8.58,0,83,50,100,2,0,7,115,94,0,91,1,2
6.5,0,53,44,100,2,1,0,389,125,0,50,0,6
7.94,5,49,39,77,1,0,1,45,31,3,85,0,8
7.27,0,66,53,83,0,1,7,212,184,0,60,1,9
7.79,4,59,82,67,5,0,2,67,21,0,35,1,5
5.52,0,77,70,52,7,2,3,142,60,0,74,1,6
6.86,0,71,67,59,0,3,2,70,31,1,57,1,2
9.17,0,57,78,68,1,1,8,74,119,0,59,0,9
6.77,2,71,54,44,1,0,6,156,3,0,57,1,1
6.0,0,64,69,50,6,0,3,137,47,0,74,1,3
6.18,0,67,51,80,6,0,6,201,50,1,48,1,8
9.37,1,72,26,47,0,0,3,108,129,1,66,1,12
9.73,5,14,79,39,5,1,3,353,32,0,63,0,8
6.51,2,97,65,44,1,1,0,110,243,1,71,0,9
9.22,0,59,75,59,3,0,2,186,37,2,64,0,12
7.81,0,58,61,47,4,1,1,55,112,0,43,1,5
9.58,0,81,74,45,1,0,4,16,125,0,69,1,4
8.09,0,57,100,70,0,0,2,230,207,0,55,0,12
9.79,1,85,20,64,2,0,3,139,104,0,53,1,8
8.49,0,65,69,69,4,0,6,286,96,1,18,1,6
7.12,1,58,53,84,4,0,2,53,224,0,44,1,6
6.11,0,71,62,53,6,0,4,334,53,4,43,1,9
6.56,2,50,43,60,4,0,6,94,115,0,48,1,9
8.4,1,63,35,62,6,0,2,8,189,2,54,0,6
5.55,1,70,62,79,3,2,2,235,123,3,51,1,11
8.69,0,71,91,62,0,0,0,57,44,0,72,1,11
5.91,3,90,46,67,5,1,2,126,90,0,100,0,11
5.67,3,65,80,43,4,0,5,94,4,1,92,1,11
8.89,0,74,49,59,4,3,1,76,96,0,46,1,5
6.57,0,57,46,45,5,0,1,14,67,0,58,1,11
5.14,1,53,80,63,3,1,4,208,11,3,64,1,2
4.93,5,57,73,44,5,0,4,60,67,0,83,0,7
8.3,3,72,36,45,5,2,3,100,47,3,63,0,10
5.45,1,73,44,37,2,1,5,188,97,0,84,0,8
9.2,0,65,61,68,5,1,1,16,155,0,88,1,9
5.91,0,36,57,64,10,3,1,343,138,0,81,0,6
4.63,0,83,19,78,0,0,3,71,75,0,41,1,4
8.36,0,70,0,49,6,0,6,199,94,0,51,1,11
5.06,1,82,72,64,3,0,1,133,53,1,73,1,1
5.76,0,63,79,72,9,1,1,241,15,1,70,1,3
9.36,1,66,74,61,0,0,1,25,124,0,81,1,5
5.68,1,81,89,55,2,0,5,265,11,1,35,0,11
8.95,2,100,44,82,1,1,1,32,110,0,61,0,11
6.67,0,53,55,58,6,2,6,77,16,0,71,0,7
5.67,0,72,83,54,8,1,0,96,187,0,82,1,10
5.91,2,68,64,54,6,0,1,49,71,0,93,1,11
9.47,1,47,67,64,8,1,0,273,62,0,47,0,10
9.92,2,34,55,50,4,0,2,428,41,0,38,1,8
6.92,0,68,59,55,6,1,1,625,93,2,75,1,2
8.85,2,49,66,50,3,0,8,334,41,3,60,1,3
5.19,1,77,37,80,10,1,1,57,38,0,55,0,11
7.91,4,77,38,74,2,0,7,120,217,0,81,1,8
8.85,2,56,66,77,3,1,3,227,247,0,66,0,7
5.28,5,68,47,68,3,1,6,114,18,0,71,1,2
6.24,4,77,48,87,3,1,2,51,41,0,41,0,7
9.52,0,59,58,62,9,1,4,168,113,1,86,0,12
8.2,5,49,84,81,5,0,3,292,50,0,92,0,7
6.89,2,43,60,61,1,1,8,104,53,2,95,0,9
7.54,1,79,29,82,0,0,8,42,2,2,80,0,8
7.99,0,99,44,62,5,0,8,349,134,0,73,1,10
5.32,2,68,43,30,1,0,10,491,39,0,71,0,11
7.75,0,78,46,48,6,1,4,101,96,0,75,0,12
6.57,0,65,92,65,4,1,7,266,119,0,55,1,7
8.23,1,41,46,64,2,1,3,196,164,0,100,0,9
6.04,0,68,50,89,9,1,2,572,73,0,60,1,6
9.95,0,57,36,66,2,0,4,207,121,1,63,1,12
7.19,1,76,69,72,6,0,3,79,157,2,86,1,4
4.71,1,64,73,38,6,0,4,57,167,0,98,1,5
8.96,0,100,37,72,0,0,2,312,72,1,65,1,4
4.96,5,58,23,43,3,0,3,95,107,1,49,0,12
6.66,2,85,85,34,4,0,2,46,169,3,89,0,8
5.23,2,66,54,40,2,0,0,124,69,0,84,1,3
4.69,3,69,84,77,1,2,4,15,116,3,46,0,6
5.07,2,89,85,49,8,1,8,194,123,0,71,1,2
7.94,0,57,56,66,10,0,2,41,115,1,59,1,4
6.28,0,47,70,29,1,3,2,21,185,0,49,0,12
5.33,2,72,45,60,8,0,4,91,84,0,51,0,7
8.6,0,90,32,87,7,0,9,112,20,0,36,1,6
9.56,0,100,48,47,4,2,6,255,156,1,36,1,9
5.91,0,62,73,72,6,0,2,152,111,0,35,1,8
7.01,0,100,39,62,3,0,0,11,104,1,66,0,12
6.17,2,100,43,76,1,0,6,95,90,1,66,1,1
4.73,0,71,87,65,3,0,0,247,170,0,46,0,12
5.02,2,72,44,67,6,3,0,141,66,1,57,1,7
7.33,1,55,100,80,3,1,0,11,122,0,58,1,10
7.98,1,62,77,56,8,1,1,78,41,0,42,0,8
4.67,0,93,61,63,4,0,4,112,62,1,82,1,1
8.87,4,25,64,73,4,0,6,185,51,0,40,0,8
5.74,0,49,100,57,4,0,10,147,15,0,76,0,7
8.42,0,54,15,92,4,0,0,35,2,2,54,1,1
5.42,3,99,50,51,1,0,3,371,40,1,69,0,6
7.14,0,50,85,79,1,0,2,111,13,0,83,0,11
7.74,2,36,54,41,3,1,5,137,114,1,41,1,8
6.15,0,56,89,72,5,1,1,48,175,1,28,1,7
8.81,2,63,56,83,1,1,3,327,58,0,73,0,6
8.93,2,57,73,78,8,1,6,314,35,0,90,1,3
7.18,2,77,98,58,8,2,6,108,10,1,69,1,4
6.52,0,56,53,66,5,1,1,72,149,4,87,1,11
4.65,4,64,72,68,5,0,4,387,93,1,41,1,12
8.29,2,61,54,58,3,1,3,142,34,0,38,0,10
5.0,5,31,56,54,0,1,2,25,100,0,53,1,6
9.94,1,85,52,31,3,1,0,19,3,0,43,0,12
7.79,0,50,80,41,3,0,0,22,22,1,44,0,9
9.09,0,66,76,61,8,0,9,99,18,0,58,1,9
6.69,2,73,63,66,0,1,8,134,64,1,51,1,5
7.05,2,83,49,50,1,2,3,128,32,0,30,0,7
4.97,2,34,54,67,7,0,3,119,27,0,57,1,11
5.17,5,32,33,54,0,0,5,31,64,0,93,1,4
9.48,2,52,81,77,0,0,0,60,15,1,72,1,7
8.04,0,59,35,51,1,2,0,281,58,1,63,0,9
9.81,0,94,77,59,0,0,0,310,5,0,33,1,7
7.64,0,64,50,75,4,1,8,96,73,0,62,1,2
8.07,0,66,50,29,1,1,7,278,112,0,65,0,8
7.43,0,50,49,47,4,0,2,256,194,0,80,1,6
8.11,3,88,74,72,9,1,2,213,59,0,88,0,6
7.23,1,53,69,60,7,1,3,89,2,4,70,0,11
8.47,0,81,81,87,6,0,8,164,28,1,74,1,7
7.67,3,79,65,67,7,1,5,10,1,0,87,0,8
9.49,0,64,16,43,1,2,6,303,147,0,67,1,1
7.76,5,37,60,33,3,1,1,407,81,1,56,0,8
4.93,0,42,61,66,3,0,1,197,311,0,74,0,10
7.79,0,100,91,67,1,0,6,16,48,0,47,1,4
4.87,0,62,54,69,8,1,2,83,131,0,47,1,11
4.58,1,83,62,70,12,0,0,41,31,1,61,1,8
6.04,0,61,85,67,0,0,3,107,143,0,35,0,7
5.78,0,60,63,50,3,1,3,354,228,0,47,1,2
9.25,0,79,42,57,1,0,5,242,27,0,50,0,12
6.33,2,69,67,61,2,1,1,129,84,0,76,0,12
5.21,0,100,56,68,3,0,8,163,50,1,67,1,7
6.34,1,91,39,53,3,1,2,90,39,0,62,1,7
6.86,2,54,60,64,5,0,4,96,73,0,78,0,6
9.81,4,81,60,56,3,0,7,288,41,0,63,1,5
8.37,0,48,67,75,2,0,1,59,74,3,67,0,7
6.3,4,91,75,61,7,1,0,119,86,0,93,0,12
7.5,0,91,59,52,2,0,5,40,4,0,77,0,10
8.42,0,65,38,57,5,0,4,256,58,0,59,1,4
7.5,0,72,61,45,5,1,2,208,55,0,60,1,8
9.09,0,86,15,66,8,0,2,190,88,0,56,0,10
6.74,0,64,46,100,2,2,2,362,160,1,56,1,12
8.67,1,48,50,62,0,0,1,277,121,0,73,0,11
7.52,0,74,48,55,2,1,8,384,13,0,82,1,6
5.61,0,64,53,43,7,0,2,363,97,0,78,1,6
7.46,1,40,80,43,3,0,5,75,26,1,62,0,6
7.38,0,47,84,34,5,0,6,40,132,1,73,0,6
7.34,0,100,55,75,5,1,2,381,0,0,70,0,7
5.97,0,79,58,43,9,0,4,131,78,3,53,1,2
8.94,2,55,54,39,4,0,2,128,127,1,72,0,10
7.81,2,65,69,68,8,0,0,187,59,0,67,0,7
9.49,0,88,74,74,7,3,5,240,74,1,63,1,2
8.78,1,21,69,100,7,1,9,147,115,2,67,1,4
5.82,0,53,53,57,2,0,10,73,43,1,53,0,7
5.89,1,52,58,72,9,2,0,15,54,5,19,0,7
5.23,0,55,88,46,5,0,1,13,84,0,40,0,12
6.08,0,61,65,60,6,1,0,188,98,3,47,1,4
5.81,0,100,71,85,8,0,3,181,97,0,86,0,9
9.06,0,80,54,59,3,3,2,189,4,2,50,1,12
5.46,0,80,62,31,2,0,7,213,37,3,71,1,3
8.46,1,40,70,83,4,0,5,387,75,0,56,1,6
8.62,1,68,55,75,3,1,3,163,67,1,76,1,3
6.97,0,92,56,63,5,0,0,229,135,0,46,1,11
6.43,1,70,81,31,4,0,1,237,22,1,74,1,12
6.14,0,65,64,69,4,2,4,174,251,0,45,0,8
7.0,2,36,55,80,7,1,5,178,67,3,67,0,9
4.82,3,78,65,86,3,1,6,43,63,0,48,1,11
8.23,0,91,67,59,11,1,3,28,40,5,72,0,6
8.41,4,75,33,40,4,2,4,91,8,0,70,1,2
9.5,0,50,55,52,5,2,3,184,164,0,68,1,2
5.21,0,62,81,65,1,0,0,6,250,4,61,0,11
6.89,4,62,52,51,3,0,6,34,162,0,60,0,8
7.68,2,76,43,88,2,1,2,216,62,0,50,0,9
9.86,0,89,65,81,3,2,4,233,83,1,55,0,11
9.24,1,79,41,57,6,0,3,190,48,0,100,0,9
6.96,1,68,100,84,3,1,2,5,72,1,67,0,11
9.47,1,90,44,65,5,0,4,73,127,0,56,1,10
6.23,1,60,49,60,0,1,5,332,35,0,43,1,1
9.43,2,83,71,96,3,2,3,35,69,0,31,0,12
7.45,2,54,50,79,4,0,7,31,195,0,71,1,5
7.95,3,80,65,75,0,0,4,27,3,0,48,0,6
9.41,0,73,91,37,3,1,0,52,173,0,43,0,6
4.8,1,92,47,49,1,0,3,253,93,0,63,0,9
9.43,0,81,62,42,3,0,1,122,26,2,91,1,12
6.91,1,62,53,32,1,0,1,66,114,2,56,0,6
9.58,4,71,68,59,1,0,6,123,76,0,62,1,1
8.2,0,50,50,53,3,1,1,111,63,0,97,1,11
8.63,0,55,48,32,2,0,0,152,205,0,87,1,11
7.15,3,71,51,60,4,1,0,304,20,1,62,0,12
8.58,0,43,54,58,1,0,9,21,83,0,66,1,8
7.31,0,40,71,81,2,0,10,316,47,0,8,1,2
8.11,5,75,41,66,2,0,1,54,16,0,74,0,9
7.27,0,38,70,65,5,1,3,28,19,0,92,0,11
9.98,0,68,45,61,6,0,1,168,9,1,51,1,6
6.43,5,63,-1,56,6,0,0,263,23,0,83,0,6
6.69,0,85,35,83,8,2,1,100,32,0,80,0,11
8.56,0,53,76,100,0,0,8,30,34,0,40,1,5
6.2,3,92,63,47,9,0,1,366,21,0,59,1,4
4.89,1,90,66,73,4,0,8,154,56,1,90,0,9
6.58,3,55,52,51,3,2,2,26,106,0,41,1,9
7.67,3,85,89,66,7,0,7,107,45,0,51,1,2
8.66,2,51,83,77,0,0,2,273,42,0,64,1,8
9.2,4,65,60,79,8,2,9,57,56,2,68,1,4
9.23,0,74,20,73,0,2,7,127,89,0,65,1,2
9.71,2,100,75,83,3,2,6,92,106,0,84,1,12
6.78,0,55,19,73,6,1,2,215,100,0,52,0,9
9.9,0,89,67,51,5,0,0,257,198,0,41,1,5
9.45,0,66,68,48,8,0,0,55,27,5,71,1,5
8.45,0,47,42,44,3,1,0,97,65,0,53,1,2
8.92,1,61,59,78,7,0,0,149,52,0,54,1,6
7.33,0,81,54,51,1,0,3,19,151,0,50,1,3
8.25,0,84,66,87,3,0,0,68,82,0,86,0,8
8.67,2,87,59,67,3,0,0,232,48,4,100,1,2
7.55,2,73,65,49,4,1,6,134,5,0,66,1,1
7.7,0,61,24,50,2,0,0,197,58,1,69,0,6
6.47,0,81,57,66,4,1,8,51,145,0,46,0,10
8.76,0,52,72,48,4,1,5,174,12,0,22,1,9
6.41,0,13,67,47,8,0,2,7,113,0,47,0,9
8.31,0,70,51,41,2,0,0,136,258,1,69,1,11
6.32,2,80,84,70,8,1,0,206,166,0,54,1,9
5.29,0,57,100,40,2,0,0,120,10,2,49,1,8
5.67,0,80,50,70,2,1,2,320,47,0,58,1,8
5.43,0,33,90,60,4,0,7,221,69,4,78,1,3
9.99,2,43,54,48,6,0,1,373,46,2,55,1,6
6.1,1,42,51,59,3,1,4,251,53,0,68,0,7
5.13,0,39,46,54,6,0,4,282,5,0,67,1,11
8.66,2,82,66,75,5,0,6,96,149,0,77,1,11
7.81,0,69,30,66,2,0,3,102,220,0,47,1,10
9.38,2,59,64,22,6,0,9,74,88,0,47,0,7
9.09,3,58,64,40,5,1,9,129,281,1,62,1,1
6.13,0,69,79,58,1,1,4,75,89,0,51,0,10
6.85,3,32,47,64,5,2,8,51,61,4,88,1,10
5.87,1,95,89,54,0,0,0,214,57,1,59,0,8
5.03,0,26,47,75,0,0,6,20,85,1,50,1,11
6.25,0,24,51,70,3,0,2,133,57,0,62,1,5
4.82,0,41,70,94,2,2,7,30,24,5,55,1,8
8.46,5,54,46,44,8,0,2,19,252,0,62,1,1
5.29,3,78,100,47,2,0,7,261,80,0,10,0,9
4.72,3,75,32,54,4,0,9,154,96,0,52,0,10
4.78,2,47,45,73,3,0,2,94,75,0,69,0,9
4.61,0,70,72,32,9,0,6,142,22,2,61,0,10
8.23,0,74,48,51,0,1,2,139,96,0,66,1,9
4.8,0,56,43,55,10,1,2,37,2,0,70,1,7
5.14,1,53,54,55,4,1,5,156,87,0,74,0,10
4.59,0,62,72,72,0,0,4,117,110,1,63,1,3
4.8,0,55,65,54,5,1,1,256,23,2,71,1,4
5.45,1,52,29,86,8,1,2,122,28,0,74,1,6
6.35,0,50,83,41,2,3,3,49,94,0,92,0,10
5.51,0,57,100,71,6,0,10,222,87,0,46,1,10
8.06,5,64,88,79,8,0,7,109,191,1,86,1,8
4.58,0,62,65,74,5,0,2,274,82,2,41,0,10
8.8,0,57,41,31,3,0,0,109,203,0,100,1,7
8.82,0,51,95,55,5,1,5,334,123,0,67,0,7
4.53,2,66,93,72,10,1,6,470,111,4,56,1,6
5.18,2,80,63,76,3,1,8,73,38,0,84,0,11
5.09,0,81,44,90,6,1,0,123,150,1,66,1,6
8.62,0,55,89,74,4,0,6,5,151,0,54,1,1
9.06,1,47,83,42,0,2,0,72,120,4,74,1,12
5.56,1,77,74,63,8,0,4,102,33,0,82,1,6
5.64,0,63,47,71,4,0,5,38,50,0,71,1,6
9.72,0,48,98,56,8,0,3,28,4,0,35,1,10
5.68,1,24,43,100,8,2,6,267,11,0,47,1,3
6.99,1,69,83,91,2,0,3,97,13,3,64,1,2
6.4,0,43,69,34,12,1,5,150,28,2,56,0,10
7.67,3,75,69,65,1,1,0,377,15,2,68,1,9
7.64,3,51,20,45,5,1,1,43,24,1,43,0,8
8.87,0,61,41,43,2,1,7,41,21,1,90,0,7
9.17,0,88,31,33,0,0,0,18,1,0,58,0,6
4.75,1,61,56,69,1,0,4,116,112,2,64,0,6
9.28,2,94,65,52,6,0,1,180,153,1,65,1,8
8.59,3,58,85,36,2,0,5,191,10,2,77,1,9
8.47,0,87,68,38,5,2,1,46,80,0,48,0,12
8.31,0,95,42,83,5,0,8,102,1,1,94,1,7
9.68,5,65,69,38,3,0,7,129,89,0,34,0,9
7.47,2,72,62,52,8,1,5,6,18,0,57,1,9
9.8,0,58,49,61,2,0,1,89,111,1,76,1,5
8.34,2,82,79,44,2,0,3,198,36,1,49,0,12
6.57,0,55,62,100,2,1,2,116,40,1,34,0,9
9.45,0,49,46,49,3,3,1,280,79,2,89,1,4
8.18,0,46,66,57,5,1,0,79,58,3,69,1,9
6.07,1,58,48,51,8,1,8,177,51,1,91,1,10
7.33,0,78,74,51,0,1,4,34,19,0,66,0,11
9.79,1,48,38,60,3,0,3,134,31,0,75,1,9
5.22,4,100,65,68,1,0,0,102,22,0,57,0,6
9.17,4,56,78,65,0,1,7,168,26,3,45,1,10
7.56,1,48,48,78,3,0,7,137,22,0,63,1,3
5.19,1,40,64,42,10,1,6,196,80,0,42,1,9
8.39,0,51,45,64,0,1,0,106,17,0,58,1,4
7.33,0,84,59,38,7,0,5,37,65,3,61,1,3
5.32,4,66,33,36,7,1,0,34,240,3,58,0,10
8.37,0,46,89,69,10,0,2,368,124,0,94,1,8
5.42,3,36,61,60,4,0,5,485,104,1,49,0,8
9.2,0,64,22,54,4,0,2,47,118,0,69,1,7
8.96,3,65,53,56,2,1,7,173,30,0,73,0,10
8.19,1,83,82,74,5,0,5,82,66,0,42,1,6
9.97,2,53,55,44,5,0,2,569,72,0,65,1,10
5.98,3,83,9,91,3,0,2,65,104,0,79,0,12
7.78,1,46,60,26,7,0,1,98,7,3,70,0,11
7.61,0,60,52,64,1,0,3,148,171,0,51,0,7
9.62,0,50,21,48,0,2,3,348,1,2,93,0,12
9.47,3,55,86,61,2,0,2,14,124,0,39,0,8
4.99,3,40,29,79,7,1,2,317,48,1,79,1,7
4.71,0,64,31,41,2,2,8,70,55,0,59,0,12
6.58,2,49,50,71,6,1,1,149,188,0,57,0,9
5.95,0,76,37,71,4,0,1,38,121,0,47,1,12
9.13,0,62,80,68,8,0,7,68,34,1,79,1,6
5.01,0,58,75,66,6,0,5,91,149,3,72,1,2
7.66,0,66,48,48,4,2,2,110,236,1,93,1,9
9.25,3,87,49,87,0,1,2,46,86,0,74,0,11
5.52,0,78,39,64,1,1,4,57,186,2,77,1,2
4.92,0,58,61,75,3,0,7,358,208,0,59,0,12
6.91,1,50,59,49,2,2,2,368,72,1,66,1,3
8.89,1,47,67,54,5,0,2,202,90,0,56,1,2
9.29,1,76,34,47,11,0,6,103,110,0,74,1,12
4.9,5,84,76,91,4,2,1,120,123,1,71,0,11
7.96,0,52,58,26,12,0,4,485,60,0,64,1,1
5.99,2,64,74,80,2,1,5,85,119,0,80,0,8
5.86,1,45,84,30,2,1,2,24,57,5,55,0,11
9.82,2,81,69,43,5,1,6,122,14,1,77,1,5
9.1,0,54,58,83,2,1,5,89,90,0,51,1,8
8.61,3,32,78,27,1,0,4,100,96,0,38,0,7
5.83,0,29,80,39,11,1,4,98,43,0,82,1,6
6.19,0,43,72,45,1,0,8,294,69,0,80,1,9
4.72,0,75,62,57,2,1,6,187,55,0,76,1,5
9.96,0,49,44,62,3,0,9,164,3,1,63,1,10
8.01,2,73,58,78,2,0,2,157,53,0,55,1,10
5.77,0,40,27,79,0,1,4,153,45,0,82,1,1
6.32,0,76,39,55,4,0,2,375,67,1,67,1,8
5.48,0,80,98,83,1,1,2,77,20,0,68,1,9
8.15,2,64,46,62,0,0,5,270,84,2,80,0,8
6.7,3,61,70,78,3,0,6,125,144,0,77,1,4
8.97,0,39,58,72,4,0,2,152,5,0,75,0,11
9.41,1,36,47,93,3,0,9,56,66,4,87,1,6
5.41,0,54,56,73,1,2,1,45,32,1,39,0,11
8.4,3,62,59,61,0,1,1,229,44,1,59,1,6
5.23,1,37,44,76,3,1,3,175,180,2,87,0,10
8.85,2,64,67,73,1,0,7,86,255,0,64,1,8
5.92,0,76,50,73,9,0,4,6,20,0,96,1,3
8.72,1,73,59,79,3,1,1,134,104,1,94,0,7
8.8,5,60,59,66,2,0,4,256,5,2,67,0,9
5.54,0,90,90,50,7,0,2,125,120,0,56,1,7
9.92,3,70,64,23,2,0,8,232,194,0,59,1,3
5.44,0,48,35,58,0,1,4,105,4,3,53,0,12
4.83,0,53,82,17,1,2,6,84,100,0,66,0,8
6.88,1,60,91,92,2,1,6,27,165,0,82,1,4
4.61,0,69,35,72,5,0,5,166,4,0,81,0,12
7.6,2,56,77,48,4,2,7,95,54,1,65,0,12
6.83,1,61,100,69,4,0,1,17,105,0,42,0,6
5.88,1,63,30,79,7,0,0,442,105,1,64,0,10
5.7,2,55,68,57,8,2,0,99,118,1,84,0,11
6.35,2,63,31,68,11,0,6,136,24,0,72,1,2
8.18,0,87,76,81,10,0,0,49,244,0,14,1,2
7.61,1,68,65,77,1,0,7,143,210,0,79,0,8
8.65,0,46,43,72,0,0,1,133,65,1,68,0,6
9.28,0,100,65,45,5,1,9,74,25,2,32,1,8
9.37,0,59,50,46,3,0,10,98,81,0,54,1,9
6.79,1,75,60,87,0,0,0,60,100,0,87,0,11
6.16,0,51,53,60,1,0,0,355,51,0,73,1,11
6.62,5,9,88,85,7,0,3,94,18,0,74,0,12
7.5,3,41,64,88,6,0,8,356,160,0,48,1,11
7.88,0,73,100,55,2,3,5,1,47,1,45,1,11
5.17,0,90,86,83,6,1,0,5,81,2,60,1,2
5.84,0,43,83,75,8,0,1,342,24,0,71,1,2
8.62,1,55,38,64,3,0,0,308,23,4,68,1,5
7.53,1,24,65,75,8,1,6,235,85,0,72,0,12
4.5,4,51,26,59,6,2,1,197,123,0,63,1,11
7.08,1,100,66,65,1,0,2,167,1,0,70,1,7
9.95,0,51,69,68,2,1,6,307,109,0,34,0,8
5.38,1,76,69,51,3,1,8,135,46,3,59,1,7
9.53,0,64,84,39,11,0,3,25,98,0,60,0,7
